Seconds,Value.EncoderPos,Value.LastLeftLickTime,Value.LastRightLickTime,Value.LastSyncPulseTime,Value.PhotodiodeValue,Value.Last2PFrameTime,Value.Last2PLineTime,Value.CurrentMillis
0.499,0,0,0,0,699,0,0,499
0.50700000000000001,0,0,0,0,701.80999755859375,0,0,507
0.51500000000000001,0,0,0,0,703,0,0,515
0.52300000000000002,0,0,0,0,703.3699951171875,0,0,523
0.53100000000000003,0,0,0,0,705.6500244140625,0,0,531
0.53900000000000003,0,0,0,0,706.8599853515625,0,0,539
0.54700000000000004,0,0,0,0,709.33001708984375,0,0,547
0.55500000000000005,0,0,0,0,711,0,0,555
0.56299999999999994,0,0,0,0,711.72998046875,0,0,563
0.57099999999999995,0,0,0,0,714.3499755859375,0,0,571
0.57899999999999996,0,0,0,0,715,0,0,579
0.58699999999999997,0,0,0,0,717.20001220703125,0,0,587
0.59499999999999997,0,0,0,0,718.05999755859375,0,0,595
0.60299999999999998,0,0,0,0,718.510009765625,0,0,603
0.61099999999999999,0,0,0,0,719.91998291015625,0,0,611
0.61899999999999999,0,0,0,0,720,0,0,619
0.627,0,0,0,0,721.22998046875,0,0,627
0.63500000000000001,0,0,0,0,723.1199951171875,0,0,635
0.64300000000000002,0,0,0,0,723.3599853515625,0,0,643
0.65100000000000002,0,0,0,0,725.66998291015625,0,0,651
0.65900000000000003,0,0,0,0,726,0,0,659
0.66700000000000004,0,0,0,0,727.21002197265625,0,0,667
0.67500000000000004,0,0,0,0,729,0,0,675
0.68300000000000005,0,0,0,0,729.82000732421875,0,0,683
0.69099999999999995,0,0,0,0,732.55999755859375,0,0,691
0.69899999999999995,0,0,0,0,733.0999755859375,0,0,699
0.70699999999999996,0,0,0,0,734.91998291015625,0,0,707
0.71499999999999997,0,0,0,0,736.8800048828125,0,0,715
0.72299999999999998,0,0,0,0,737.6300048828125,0,0,723
0.73099999999999998,0,0,0,0,740.22998046875,0,0,731
0.73899999999999999,0,0,0,0,741.25,0,0,739
0.747,0,0,0,0,743.27001953125,0,0,747
0.755,0,0,0,0,745.78997802734375,0,0,755
0.76300000000000001,0,0,0,0,746.30999755859375,0,0,763
0.77100000000000002,0,0,0,0,748.6099853515625,0,0,771
0.77900000000000003,0,0,0,0,749.96002197265625,0,0,779
0.78700000000000003,0,0,0,0,751.53997802734375,0,0,787
0.79500000000000004,0,0,0,0,753.02001953125,0,0,795
0.80300000000000005,0,0,0,0,753.3499755859375,0,0,803
0.81100000000000005,0,0,0,0,754.69000244140625,0,0,811
0.81899999999999995,0,0,0,0,755,0,0,819
0.82699999999999996,0,0,0,0,755.71002197265625,0,0,827
0.83499999999999996,0,0,0,0,757.4000244140625,0,0,835
0.84299999999999997,0,0,0,0,758.15997314453125,0,0,843
0.85099999999999998,0,0,0,0,760.58001708984375,0,0,851
0.85899999999999999,0,0,0,0,761.02001953125,0,0,859
0.86699999999999999,0,0,0,0,762.05999755859375,0,0,867
0.875,0,0,0,0,763.08001708984375,0,0,875
0.88300000000000001,0,0,0,0,763.52001953125,0,0,883
0.89100000000000001,0,0,0,0,765.79998779296875,0,0,891
0.89900000000000002,0,0,0,0,766,0,0,899
0.90700000000000003,0,0,0,0,766.8800048828125,0,0,907
0.91500000000000004,0,0,0,0,768.03997802734375,0,0,915
0.92300000000000004,0,0,0,0,768.33001708984375,0,0,923
0.93100000000000005,0,0,0,0,770.55999755859375,0,0,931
0.93899999999999995,0,0,0,0,771.02001953125,0,0,939
0.94699999999999995,0,0,0,0,772.80999755859375,0,0,947
0.95499999999999996,0,0,0,0,776.22998046875,0,0,955
0.96299999999999997,0,0,0,0,777.79998779296875,0,0,963
0.97099999999999997,0,0,0,0,780.5999755859375,0,0,971
0.97899999999999998,0,0,0,0,782,0,0,979
0.98699999999999999,0,0,0,0,783.1099853515625,0,0,987
0.995,0,0,0,0,784.03997802734375,0,0,995
1.0029999999999999,0,0,0,0,784.16998291015625,0,0,1003
1.0109999999999999,0,0,0,0,786.489990234375,0,0,1011
1.0189999999999999,0,0,0,0,787.94000244140625,0,0,1019
